company_id,industry_sector,listing_status,credit_rating_band,audit_going_concern_flag,years_in_operation,num_employees,debt_to_equity_ratio,current_ratio,interest_coverage_ratio,revenue_growth_pct,net_profit_margin_pct,working_capital_to_assets_ratio,macroeconomic_interest_rate_pct,distress_risk_category
1138,Technology,Private,Investment Grade,,2.1,239,1.69,1.22,6.54,11.39,2.0059008796802322,0.06,13.64,Healthy
1139,Retail,Private,Speculative,,6.4,156,0.36,1.78,7.08,10.1,10.520934542344483,0.156,14.21,Healthy
1140,Manufacturing,Private,Investment Grade,,7.3,600,1.6,0.78,11.44,-3.03,2.502943797001587,-0.069,12.83,Healthy
1141,Manufacturing,Private,Investment Grade,,7.2,62,1.46,2.01,10.07,5.24,-3.396779630260788,0.091,12.3,Healthy
1142,Retail,Private,Speculative,,4.5,431,0.88,1.72,6.01,7.97,,0.005,13.28,Healthy
1143,Manufacturing,Public,Investment Grade,No,9.8,231,0.92,0.55,3.99,14.85,11.113250944554364,-0.108,12.33,Healthy
1144,Retail,Private,Investment Grade,,13.2,224,0.6,2.39,9.6,-1.79,-4.064609379168067,0.231,13.33,Healthy
1145,Manufacturing,Private,Investment Grade,,8.8,286,1.11,1.83,0.99,18.39,7.218138808262413,0.179,14.42,Healthy
1146,Construction,Public,Speculative,No,16.2,60,1.11,3.16,13.64,-5.23,-1.0411399141068136,0.318,12.68,Healthy
1147,Retail,Private,Speculative,,18.3,65,0.74,1.8,3.06,12.99,13.339831852779927,0.215,12.38,Healthy
1148,Technology,Private,Investment Grade,,2.5,950,3.4,1.3,14.07,13.2,2.6288839818992757,0.038,15.35,Healthy
1149,Energy,Private,Investment Grade,,18.9,204,0.5,1.42,4.88,8.03,0.7875035281668987,0.084,14.2,Healthy
1150,Manufacturing,Public,Investment Grade,Yes,11.2,406,0.23,1.82,4.99,2.31,1.7562420227721303,0.097,11.36,Healthy
1151,Retail,Public,Investment Grade,No,14.0,177,1.13,1.92,1.57,1.03,-4.469203112989895,0.177,13.77,Healthy
1152,Energy,Private,Investment Grade,,1.5,174,1.16,1.69,5.79,-10.24,10.529867894696668,0.153,16.34,Healthy
1153,Construction,Private,Speculative,,7.2,463,1.66,0.36,5.9,11.86,3.705990995188857,-0.091,10.62,Healthy
1154,Manufacturing,Private,Investment Grade,,16.1,385,0.6,1.14,-3.2,-3.36,,0.037,12.59,Healthy
1155,Technology,Public,Investment Grade,No,5.9,313,0.97,2.62,8.11,7.54,1.3461763946308478,0.307,14.79,Healthy
1156,Technology,Private,Investment Grade,,3.9,460,0.54,0.68,11.7,9.03,,-0.052,11.74,Healthy
1157,Technology,Private,Speculative,,27.2,818,1.03,1.65,9.28,-8.48,-0.4408596825782576,0.105,15.12,Watch
1158,Manufacturing,Private,Investment Grade,,19.2,146,2.33,0.24,7.15,-2.8,6.143490576145727,-0.197,15.07,Distressed
1159,Energy,Public,Investment Grade,No,19.6,402,0.8,2.35,-2.6,-4.14,4.598686419568642,0.194,12.39,Healthy
1160,Energy,Public,Speculative,No,11.4,513,0.69,1.63,6.74,8.84,-1.09716764438957,0.111,14.03,Watch
1161,Manufacturing,Private,Speculative,,11.6,236,1.14,1.46,-7.64,23.96,0.76650598730801,0.125,10.34,Healthy
1162,Technology,Private,Investment Grade,,19.7,381,0.56,2.92,1.98,-8.37,6.010675015302904,0.198,14.19,Healthy
1163,Energy,Public,Investment Grade,No,17.7,43,0.42,0.22,11.75,7.84,-7.648252613520821,-0.175,14.53,Watch
1164,Manufacturing,Public,High Risk,No,3.2,211,1.29,1.12,1.84,3.12,-3.5654867916205895,0.012,10.53,Distressed
1165,Technology,Private,Investment Grade,,10.4,566,1.97,1.54,17.49,7.08,14.976994267894494,0.14,12.88,Healthy
1166,Manufacturing,Private,High Risk,,2.2,140,1.11,0.77,3.1,-1.73,7.246158604565681,0.03,13.52,Healthy
1167,Manufacturing,Private,High Risk,,7.3,15,3.64,0.94,0.37,3.54,11.701608145492099,-0.014,10.73,Healthy
1168,Construction,Private,Investment Grade,,6.9,338,0.82,2.44,-0.9,12.78,-2.0145486521868907,0.344,12.43,Healthy
1169,Energy,Public,Investment Grade,No,10.8,406,1.94,1.04,11.29,4.15,11.527461002904717,-0.033,16.56,Healthy
1170,Energy,Public,Investment Grade,No,7.1,193,0.41,0.21,-2.23,-7.32,2.203115575453147,-0.117,11.29,Healthy
1171,Construction,Private,Investment Grade,,2.6,72,0.67,0.94,4.49,10.43,-14.936900505872167,-0.004,13.87,Watch
1172,Manufacturing,Public,Speculative,No,14.0,131,1.23,1.14,-2.63,4.5,5.179383373167178,0.053,15.5,Healthy
1173,Construction,Private,Investment Grade,,24.6,453,0.93,2.47,5.93,-1.56,11.694355063254811,0.273,12.93,Healthy
1174,Technology,Private,Speculative,,6.2,870,2.58,0.33,4.45,3.77,8.287346788925204,-0.125,9.84,Healthy
1175,Energy,Private,High Risk,,7.9,428,1.35,1.95,9.93,-2.23,2.6375049813487816,0.319,14.97,Distressed
1176,Technology,Public,High Risk,No,8.9,117,1.59,1.11,-3.23,5.17,-1.8749475002390668,-0.016,15.78,Distressed
1177,Retail,Private,Speculative,,20.2,509,3.06,1.26,13.2,3.43,-3.7348082669535945,0.02,14.17,Distressed
1178,Energy,Public,Speculative,No,20.1,271,0.31,1.72,7.92,8.31,18.627091918000403,0.056,12.93,Healthy
1179,Retail,Private,Investment Grade,,17.3,237,3.58,1.87,1.6,-9.35,2.0389931279794937,0.253,17.67,Watch
1180,Retail,Private,Investment Grade,,19.8,115,1.08,1.81,-2.7,-6.48,-0.3906346915279668,0.083,12.75,Healthy
1181,Energy,Private,Speculative,,22.5,240,0.09,1.0,2.87,-3.6,13.98264929239144,-0.04,18.39,Distressed
1182,Retail,Private,High Risk,,13.2,330,2.18,2.54,11.92,3.61,8.465398217609476,0.426,13.96,Healthy
1183,Construction,Private,Speculative,,17.9,671,2.66,1.91,11.13,8.22,19.276203835096418,0.174,11.98,Healthy
1184,Construction,Private,High Risk,,17.1,121,2.81,1.27,-7.02,6.26,15.495352124536087,0.03,13.69,Watch
1185,Technology,Private,Investment Grade,,12.8,207,3.09,1.7,6.27,-0.65,-1.6332365895000578,0.055,12.93,Watch
1186,Manufacturing,Private,Speculative,,21.8,93,1.26,0.98,7.02,3.52,-1.216514348071846,0.044,12.17,Healthy
1187,Manufacturing,Private,Investment Grade,,3.2,628,1.28,0.63,7.95,-2.67,-0.3322353134654765,-0.013,10.62,Watch
1188,Technology,Public,Investment Grade,Yes,31.3,471,1.06,3.64,1.97,0.56,4.7207328538355116,0.6,13.63,Healthy
1189,Technology,Private,High Risk,,16.3,380,0.99,0.34,12.75,9.97,7.042114671332178,-0.111,13.92,Healthy
1190,Manufacturing,Private,Investment Grade,,14.4,683,0.6,1.57,4.64,12.38,-9.33339678714879,0.065,15.69,Healthy
1191,Retail,Private,High Risk,,20.8,839,0.37,2.18,-0.22,4.77,3.896266600904671,0.27,10.86,Watch
1192,Manufacturing,Private,Speculative,,3.3,359,1.07,2.18,-1.65,13.01,15.422596414122918,0.249,10.89,Healthy
1193,Energy,Public,Investment Grade,No,19.2,278,2.29,1.73,3.95,5.17,-0.2396073403808927,0.107,11.72,Healthy
1194,Construction,Private,Speculative,,27.8,113,0.44,1.5,16.69,1.75,21.87049056799944,0.101,12.6,Healthy
1195,Manufacturing,Public,High Risk,No,12.5,331,1.85,2.02,-0.79,2.25,-11.34191387454787,0.158,13.58,Distressed
1196,Manufacturing,Private,Investment Grade,,16.9,477,1.23,2.36,9.38,14.56,,0.37,13.22,Healthy
1197,Construction,Private,High Risk,,10.2,280,1.53,1.87,0.66,4.42,-9.383652809456208,0.242,15.18,Healthy
1198,Energy,Public,Speculative,Yes,4.8,312,0.74,1.96,6.64,13.74,0.2872515051339164,0.109,13.01,Healthy
1199,Construction,Private,High Risk,,16.9,243,1.06,0.62,-5.8,-3.48,6.207057665070074,-0.116,15.13,Distressed
1200,Energy,Public,Speculative,No,9.9,458,0.98,2.34,3.15,15.11,7.709723679393039,0.263,14.21,Healthy
1201,Energy,Public,Investment Grade,No,14.0,462,1.92,0.25,8.08,3.73,12.6220108231322,-0.154,15.59,Healthy
1202,Retail,Public,High Risk,No,4.1,138,0.85,1.42,4.32,-2.93,17.094606947271494,0.078,12.83,Healthy
1203,Energy,Private,Speculative,,41.2,188,1.69,1.18,7.46,12.82,6.211154692874596,-0.009,14.32,Healthy
1204,Manufacturing,Public,Investment Grade,No,15.7,71,6.02,1.86,7.9,3.03,-15.538247164879042,0.145,12.96,Watch
1205,Manufacturing,Private,Speculative,,4.8,750,0.89,1.84,-2.56,3.2,18.230298660473117,0.064,14.19,Watch
1206,Manufacturing,Private,High Risk,,14.4,137,1.93,0.94,-1.0,4.99,4.755902557589492,-0.024,13.47,Healthy
1207,Construction,Private,Speculative,,7.6,136,0.44,1.77,3.61,6.77,2.3115444667128187,0.136,15.3,Healthy
1208,Technology,Private,Investment Grade,,7.3,286,2.34,2.21,5.99,-8.1,6.652177704859235,0.287,17.58,Healthy
1209,Retail,Private,High Risk,,13.3,187,0.97,0.41,3.43,19.27,13.188642096205825,-0.168,11.78,Healthy
1210,Retail,Public,Investment Grade,Yes,6.5,29,1.36,2.52,13.04,5.03,4.803018936775103,0.358,14.8,Healthy
1211,Construction,Private,High Risk,,20.3,381,1.69,1.76,4.87,5.53,1.165083797786064,0.064,16.25,Watch
1212,Energy,Public,Speculative,No,10.8,233,0.24,2.47,-2.36,10.41,2.767609286008405,0.109,13.99,Healthy
1213,Technology,Private,Investment Grade,,5.5,243,0.97,2.13,4.79,-4.98,25.40060091238554,0.204,11.27,Healthy
1214,Retail,Private,Speculative,,4.2,180,0.66,2.83,4.43,-2.66,5.899658705285216,0.447,12.24,Healthy
1215,Retail,Private,Speculative,,26.3,235,2.44,1.68,-1.46,21.57,5.113671727453894,0.148,15.06,Healthy
1216,Manufacturing,Private,High Risk,,3.4,139,0.18,0.7,-0.38,14.12,,-0.083,13.75,Healthy
1217,Retail,Private,Investment Grade,,3.9,91,5.26,0.49,-0.17,8.53,-7.773087431748312,-0.123,13.18,Distressed
1218,Technology,Private,Speculative,,13.9,910,0.7,2.28,6.35,1.59,,0.278,14.31,Healthy
1219,Retail,Public,Investment Grade,No,10.8,163,0.65,2.39,3.08,8.5,10.36822720742158,0.257,7.76,Healthy
1220,Retail,Private,Investment Grade,,12.9,98,0.32,1.46,2.23,-5.54,8.195446911200651,0.083,12.34,Healthy
1221,Manufacturing,Private,Investment Grade,,13.0,78,0.99,0.47,3.05,-5.35,19.561191026645773,-0.13,16.43,Healthy
1222,Technology,Private,Speculative,,21.3,98,2.75,0.95,12.26,9.22,17.484179540654743,0.045,13.08,Healthy
1223,Construction,Private,Speculative,,5.5,333,0.27,2.38,7.77,15.38,7.243238349753639,0.178,9.57,Healthy
1224,Technology,Public,High Risk,Yes,4.2,523,0.26,1.32,0.7,6.63,-3.6099806984507943,0.093,11.96,Healthy
1225,Technology,Private,Investment Grade,,2.1,124,0.29,2.31,14.56,11.45,8.62226634306141,0.335,15.28,Healthy
1226,Technology,Private,Speculative,,24.6,109,2.65,0.95,8.56,-11.32,0.3907191836987369,0.056,10.3,Healthy
1227,Manufacturing,Private,Speculative,,11.5,55,1.25,2.03,14.07,13.78,2.2219530543822517,0.14,9.4,Healthy
1228,Retail,Public,Investment Grade,Yes,13.0,129,1.99,2.3,6.02,19.56,12.330882851863851,0.286,17.1,Healthy
1229,Manufacturing,Private,High Risk,,4.2,256,1.3,1.68,2.43,17.45,6.691328283158253,0.107,12.21,Healthy
1230,Retail,Public,Investment Grade,No,11.3,517,1.22,1.19,12.37,3.3,7.272327531493899,0.025,12.65,Healthy
1231,Construction,Private,Speculative,,24.4,200,1.55,0.76,8.09,-3.33,-3.6896856798450575,0.013,14.53,Healthy
1232,Retail,Private,Investment Grade,,3.6,220,1.02,1.43,4.53,7.04,6.477787473465013,0.116,13.71,Healthy
1233,Construction,Private,High Risk,,9.4,523,2.37,2.54,3.86,7.09,2.8370251552120265,0.187,15.18,Healthy
1234,Construction,Private,Investment Grade,,11.0,271,0.95,1.82,1.19,11.71,13.333699591985418,0.135,13.14,Healthy
1235,Energy,Private,Investment Grade,,5.3,160,0.53,2.97,-3.39,8.57,24.029495302736994,0.348,13.12,Healthy
1236,Construction,Public,High Risk,No,10.6,63,0.77,0.37,-4.88,5.36,,-0.107,14.14,Distressed
1237,Manufacturing,Private,Investment Grade,,4.9,123,1.59,0.11,-1.31,-0.26,-5.266863326255438,-0.233,14.81,Watch
1238,Energy,Private,Speculative,,6.9,162,0.91,1.78,-3.66,-7.54,9.819105974098063,0.211,9.04,Distressed
1239,Retail,Public,Speculative,Yes,19.8,183,0.21,1.95,4.81,-6.26,-1.6536569020108702,0.16,14.35,Healthy
1240,Manufacturing,Private,Investment Grade,,2.9,671,1.83,1.68,6.74,0.5,9.46105350944117,0.197,15.89,Healthy
1241,Retail,Public,Investment Grade,No,14.4,161,2.0,1.0,1.69,3.02,25.22121898643011,0.007,14.17,Healthy
1242,Construction,Private,Investment Grade,,19.7,220,3.92,1.35,4.96,-6.47,-5.689717928122796,0.005,13.45,Distressed
1243,Energy,Private,Investment Grade,,4.4,87,0.99,1.51,4.19,-9.25,-0.8676819028723939,0.09,11.22,Distressed
1244,Construction,Private,High Risk,,1.8,212,0.58,0.79,3.24,-8.48,19.826019414334358,-0.047,12.71,Distressed
1245,Manufacturing,Private,Speculative,,13.7,493,3.4,0.68,13.39,19.71,9.266461667856861,-0.079,16.01,Healthy
1246,Retail,Public,Investment Grade,No,3.2,751,0.76,1.44,10.16,0.39,19.23429622567957,0.085,9.27,Healthy
1247,Retail,Private,Speculative,,23.1,93,2.73,0.81,5.36,20.59,22.82364043092506,-0.013,12.7,Healthy
1248,Construction,Private,Investment Grade,,17.9,599,2.64,0.71,0.75,14.4,-3.388518943147295,-0.058,14.03,Healthy
1249,Technology,Private,Speculative,,2.0,755,1.65,2.19,5.99,-6.68,4.928323164281527,0.195,12.56,Healthy
1250,Construction,Private,Investment Grade,,26.2,528,1.4,2.25,2.77,-0.11,0.16093662015005616,0.265,14.1,Healthy
1251,Manufacturing,Private,Speculative,,9.3,154,2.29,2.37,7.82,8.74,7.800679381914489,0.231,13.71,Distressed
1252,Manufacturing,Private,Investment Grade,,11.8,344,0.2,2.22,10.05,14.74,6.249878154419338,0.319,12.75,Healthy
1253,Technology,Public,Investment Grade,No,20.2,223,0.05,2.68,6.92,1.11,8.782509194805778,0.203,10.93,Healthy
1254,Retail,Private,Investment Grade,,16.2,149,1.09,3.19,4.79,21.11,0.011754843257199,0.522,11.31,Healthy
1255,Retail,Public,Investment Grade,No,16.9,436,2.59,2.18,-4.6,-3.76,13.084173281281316,0.323,12.63,Healthy
1256,Manufacturing,Private,Speculative,,5.3,488,2.14,1.44,11.9,12.23,10.990665282460562,0.042,15.05,Healthy
1257,Construction,Public,Investment Grade,No,3.5,263,0.62,1.07,16.0,-8.05,1.0986815758390547,0.049,11.55,Healthy
1258,Retail,Private,Investment Grade,,15.4,130,0.53,2.27,10.21,-12.84,8.94441511375409,0.177,9.59,Healthy
1259,Energy,Public,Speculative,No,13.4,1040,0.55,1.84,9.11,5.2,23.055548069361272,0.007,12.87,Healthy
1260,Construction,Private,High Risk,,6.6,260,2.0,0.93,-0.57,14.17,-2.626905079207571,-0.001,11.1,Distressed
1261,Retail,Public,High Risk,No,5.5,270,0.62,2.01,0.19,-9.77,,0.238,13.16,Healthy
1262,Technology,Public,Investment Grade,No,14.3,244,0.25,3.02,8.87,9.23,1.142792823885232,0.121,10.95,Healthy
1263,Construction,Public,High Risk,No,20.9,609,2.61,2.59,0.92,8.78,20.701575323091312,0.275,10.62,Healthy
1264,Construction,Private,High Risk,,11.7,320,0.15,1.3,-1.92,7.08,17.119095739678254,-0.007,12.53,Healthy
1265,Manufacturing,Public,High Risk,No,8.4,60,0.86,2.62,7.96,15.1,3.106415812840951,0.327,14.19,Healthy
1266,Retail,Public,Speculative,No,5.7,36,0.95,1.83,2.01,0.58,18.58997736511538,0.112,13.11,Healthy
1267,Energy,Private,High Risk,,7.4,81,0.29,2.32,4.49,3.43,5.639980385438015,0.245,11.54,Healthy
1268,Technology,Private,Investment Grade,,5.8,287,2.89,1.51,5.5,-8.9,15.502597291677715,0.091,9.5,Healthy
1269,Construction,Private,High Risk,,7.5,107,0.93,2.51,3.16,14.67,-4.709655799452753,0.35,14.95,Healthy
1270,Manufacturing,Private,Investment Grade,,6.2,249,1.53,0.49,-2.85,-1.08,-0.23076377324998898,-0.104,13.15,Watch
1271,Energy,Private,Speculative,,5.3,422,0.98,1.6,2.04,5.7,5.240849311191287,0.074,10.34,Watch
1272,Retail,Private,Speculative,,48.5,569,0.9,1.19,0.95,1.76,12.766793179953309,0.066,11.94,Distressed
1273,Technology,Private,Speculative,,14.8,127,1.37,2.04,0.22,-2.55,-6.774396129242783,0.154,15.5,Healthy
1274,Retail,Public,High Risk,No,15.4,75,1.24,2.18,8.56,-7.91,15.014128917984381,0.102,17.54,Watch
1275,Technology,Public,Investment Grade,No,4.4,200,1.17,0.44,-0.21,-2.12,-6.3515348625591805,-0.135,10.53,Watch
1276,Energy,Public,High Risk,No,12.9,88,0.63,1.88,7.12,2.49,,0.14,15.24,Healthy
1277,Manufacturing,Private,Investment Grade,,10.9,162,4.42,1.6,-3.23,5.44,-0.7391181959594864,0.157,13.69,Distressed
1278,Manufacturing,Private,Speculative,,4.4,194,0.92,1.39,7.54,3.76,-0.6888819066669942,0.082,11.2,Watch
1279,Retail,Private,Speculative,,8.1,390,3.3,1.49,11.38,8.16,2.5931365363047245,0.013,14.06,Watch
1280,Manufacturing,Private,Speculative,,11.3,540,0.6,2.99,6.04,9.47,17.564540919607076,0.232,13.88,Healthy
1281,Manufacturing,Private,Speculative,,4.7,59,1.79,1.61,0.31,14.07,,0.075,12.63,Watch
1282,Technology,Private,Investment Grade,,30.4,188,0.54,1.57,-1.37,-14.69,-0.1729269895339316,0.049,13.7,Healthy
1283,Technology,Public,Speculative,No,2.8,236,0.54,1.97,5.28,14.8,11.046282719618809,0.288,13.68,Healthy
1284,Construction,Public,Investment Grade,No,10.0,494,2.82,2.13,1.72,-10.61,-0.7400901277893146,0.123,14.51,Distressed
1285,Energy,Private,Speculative,,6.3,92,1.73,0.39,12.92,2.41,-0.5545412953068727,-0.145,12.08,Healthy
1286,Construction,Private,Speculative,,3.6,9,1.71,2.13,6.11,-0.87,-1.740679349942126,0.279,15.9,Watch
1287,Energy,Private,Investment Grade,,16.7,425,0.89,1.69,9.43,11.02,-1.7114975075260732,0.16,13.4,Healthy
1288,Retail,Private,Speculative,,9.5,206,4.93,2.57,9.98,1.06,15.871091786982603,0.231,11.44,Healthy
1289,Technology,Private,Speculative,,16.8,280,0.66,2.06,3.38,3.69,-0.37408433936509056,0.182,8.52,Healthy
1290,Manufacturing,Private,Speculative,,15.9,400,1.54,1.76,5.08,-5.72,10.537600908915493,0.07,13.62,Watch
1291,Construction,Private,Investment Grade,,1.4,643,1.55,1.48,-1.31,1.67,-1.4805949292566085,0.097,12.3,Healthy
1292,Energy,Private,Speculative,,20.4,76,2.09,1.39,4.1,5.96,19.993297865008298,0.086,9.67,Healthy
1293,Energy,Private,Speculative,,11.3,932,2.75,2.0,4.83,13.18,12.167879073566947,0.239,13.53,Healthy
1294,Technology,Private,Investment Grade,,20.0,729,2.24,1.76,7.94,-9.09,1.6292358571737733,0.016,12.16,Healthy
1295,Construction,Private,High Risk,,20.5,324,1.85,1.37,4.61,19.07,9.242077719625653,0.015,13.2,Healthy
1296,Manufacturing,Private,Speculative,,13.3,106,1.0,1.68,0.54,8.27,3.725719968329988,0.146,16.61,Healthy
1297,Energy,Public,Speculative,No,11.9,245,0.22,2.05,4.8,-7.32,3.9486547110428347,0.157,12.82,Healthy
1298,Construction,Public,Speculative,Yes,15.1,224,0.77,1.91,8.14,-10.6,9.892688894133801,0.223,14.49,Healthy
1299,Construction,Private,Investment Grade,,10.9,117,2.34,0.9,7.36,-6.72,16.075919422463542,-0.01,13.17,Watch
1300,Construction,Public,Investment Grade,No,14.1,169,2.63,2.22,4.53,-10.15,7.457487674861683,0.166,14.65,Watch
1301,Retail,Private,High Risk,,50.8,224,1.95,0.99,-3.46,-19.77,-10.128876224098093,0.001,16.35,Distressed
1302,Technology,Private,High Risk,,12.7,167,1.44,2.53,-5.49,0.22,-4.570238136500988,0.45,12.54,Healthy
1303,Technology,Private,High Risk,,6.7,129,0.49,0.1,0.22,3.73,-0.07751737807650105,-0.16,13.26,Watch
1304,Manufacturing,Private,High Risk,,23.9,501,0.81,0.83,5.33,7.32,21.014169280278004,-0.046,14.46,Distressed
1305,Construction,Private,High Risk,,11.6,670,0.96,1.87,10.4,9.86,27.709784277286115,0.303,14.71,Healthy
1306,Construction,Private,Investment Grade,,3.1,489,1.26,0.38,14.71,3.89,5.466394736329789,-0.166,12.58,Healthy
1307,Retail,Private,High Risk,,10.6,557,0.82,1.48,-0.63,1.03,-0.3439689834630517,0.061,16.41,Healthy
1308,Technology,Private,Speculative,,7.1,164,1.91,2.86,6.35,-2.68,6.477582841304025,0.344,14.05,Healthy
1309,Construction,Private,Speculative,,6.8,560,1.25,1.11,3.57,1.5,13.701561178576075,0.028,15.52,Healthy
1310,Construction,Public,High Risk,No,20.1,464,2.82,1.51,10.17,2.17,4.300701407995675,0.089,12.35,Healthy
1311,Energy,Private,Speculative,,4.9,137,0.6,1.36,14.36,2.43,-4.26095181675133,0.059,13.92,Healthy
1312,Energy,Private,Investment Grade,,4.6,949,4.35,2.13,4.69,3.8,,0.242,14.19,Watch
1313,Manufacturing,Private,High Risk,,21.1,152,0.86,1.8,7.62,-10.37,1.8429119846541413,0.218,15.87,Watch
1314,Construction,Private,Investment Grade,,10.9,294,1.8,2.13,6.93,1.33,2.4765691224492676,0.183,10.48,Healthy
1315,Energy,Public,High Risk,No,10.4,89,1.6,2.18,11.76,9.22,4.768791120085577,0.321,15.06,Healthy
1316,Manufacturing,Public,High Risk,No,10.2,800,1.8,1.87,-2.47,5.03,-10.612611616533137,0.216,12.13,Watch
1317,Energy,Public,Investment Grade,No,8.9,184,0.12,1.6,7.07,8.78,-4.336781997085589,0.135,15.64,Healthy
1318,Manufacturing,Private,Speculative,,6.1,400,1.36,1.79,-3.94,4.28,2.5873256724700298,0.167,15.35,Watch
1319,Energy,Public,High Risk,No,7.5,333,1.6,2.15,3.88,-0.3,19.777037135333472,0.252,12.08,Healthy
1320,Construction,Private,Speculative,,1.7,134,2.59,0.87,-4.28,11.92,16.005994102287346,-0.035,13.74,Healthy
1321,Retail,Private,High Risk,,16.4,204,0.51,0.62,4.22,16.82,13.576148554256505,-0.081,11.35,Healthy
1322,Manufacturing,Public,Investment Grade,No,7.8,683,2.57,1.36,-5.4,2.58,15.85407164908654,0.052,16.43,Healthy
1323,Retail,Private,High Risk,,9.3,460,3.09,3.11,9.99,4.1,-8.588524803365203,0.461,15.21,Healthy
1324,Construction,Private,Speculative,,11.5,225,1.13,1.8,11.05,6.98,-9.29072870964767,0.098,11.88,Watch
1325,Retail,Private,High Risk,,8.2,193,2.29,0.97,0.91,7.94,11.707932438714053,-0.001,14.36,Healthy
1326,Retail,Private,Investment Grade,,9.9,168,0.81,1.22,0.48,0.76,27.41935529231861,0.083,14.4,Healthy
1327,Manufacturing,Private,Investment Grade,,10.1,52,0.14,1.87,7.67,24.71,13.334481081025993,0.159,11.69,Healthy
1328,Retail,Public,Investment Grade,No,23.0,217,1.86,1.64,14.56,-11.37,12.935098803902772,0.059,14.21,Healthy
1329,Energy,Public,Speculative,No,21.8,178,1.65,2.1,12.08,-1.75,-1.6352720170251613,0.212,14.51,Healthy
1330,Energy,Private,Investment Grade,,3.7,171,0.65,0.64,-5.36,2.69,-6.8159219865051845,-0.105,16.18,Healthy
1331,Manufacturing,Private,High Risk,,35.4,84,3.77,0.91,2.91,9.39,6.194100141844657,-0.04,12.5,Healthy
1332,Construction,Public,Speculative,Yes,8.5,388,0.89,2.0,10.6,-8.77,8.31326877819196,0.105,15.53,Healthy
1333,Manufacturing,Private,Speculative,,4.3,70,0.18,1.86,-6.8,2.28,19.825965591724284,0.214,10.21,Healthy
1334,Retail,Public,Investment Grade,No,30.5,87,3.11,2.89,-1.3,-6.06,-11.42769260338067,0.407,14.42,Watch
1335,Technology,Private,Investment Grade,,23.8,71,0.83,2.68,8.76,-0.33,1.094788001771894,0.215,11.67,Healthy
1336,Retail,Private,Investment Grade,,2.4,415,1.92,2.68,3.38,-0.89,14.752329371899753,0.424,14.69,Healthy
1337,Retail,Private,High Risk,,10.3,535,2.02,1.41,9.23,8.29,16.691663144834244,0.074,13.86,Healthy
1338,Retail,Private,Investment Grade,,7.2,158,1.01,0.76,-0.71,-0.04,4.4271592032347495,-0.047,13.21,Healthy
1339,Manufacturing,Private,Speculative,,9.5,413,0.32,1.63,12.48,-7.63,13.611699030605008,0.165,13.15,Healthy
1340,Technology,Public,Investment Grade,Yes,34.9,598,1.02,1.71,3.56,-3.72,1.2092749518437618,0.156,13.52,Healthy
1341,Retail,Public,Investment Grade,No,13.3,303,0.64,1.56,1.32,0.6,1.9035603163966845,0.142,15.82,Healthy
1342,Manufacturing,Private,Speculative,,20.1,423,2.04,1.12,-6.23,2.15,10.283041498398468,0.07,11.22,Healthy
1343,Manufacturing,Private,Investment Grade,,8.2,317,2.36,0.65,4.77,4.36,0.627088238675789,-0.111,15.69,Watch
1344,Retail,Public,Investment Grade,No,16.0,77,0.97,2.0,10.81,5.34,-5.960597636699148,0.234,12.01,Healthy
1345,Manufacturing,Private,High Risk,,15.1,431,1.27,1.67,10.5,-11.56,7.851927928765884,0.063,16.67,Distressed
1346,Retail,Private,High Risk,,4.6,66,2.6,1.57,5.35,-5.65,25.218550347569078,0.092,14.24,Healthy
1347,Technology,Public,Speculative,No,7.3,909,0.4,1.75,4.57,-1.6,,0.148,9.7,Healthy
1348,Technology,Private,High Risk,,9.3,192,0.37,2.29,-1.88,-1.68,0.4519521345013553,0.257,15.62,Watch
1349,Construction,Public,Speculative,No,3.1,50,1.03,1.17,-3.21,27.71,6.930234058611609,0.017,11.82,Healthy
1350,Energy,Public,High Risk,No,12.4,131,0.5,2.31,3.0,-4.16,2.316793038101297,0.215,15.66,Watch
1351,Construction,Private,Investment Grade,,4.4,264,1.5,2.57,-0.94,8.72,7.364470107120535,0.29,12.85,Healthy
1352,Technology,Private,Investment Grade,,15.5,476,2.1,3.01,11.4,10.29,6.407636542018614,0.243,10.62,Healthy
1353,Manufacturing,Public,Speculative,No,22.6,354,1.17,2.65,12.43,19.32,0.3317161633366501,0.208,15.41,Healthy
1354,Technology,Private,Speculative,,5.4,358,0.63,2.16,1.82,15.42,18.107187546689687,0.197,10.36,Healthy
1355,Manufacturing,Public,Investment Grade,No,21.3,298,1.85,1.83,-0.09,14.72,14.926288759967651,0.095,15.38,Watch
1356,Manufacturing,Public,Investment Grade,No,6.3,101,3.0,2.32,9.86,4.69,3.6679659867500383,0.296,13.54,Healthy
1357,Retail,Private,High Risk,,14.5,79,1.13,1.22,16.18,7.95,3.3305577721119333,0.053,15.78,Healthy
1358,Manufacturing,Public,Investment Grade,No,9.0,107,0.26,1.87,5.85,3.69,19.0388971294865,0.191,13.04,Healthy
1359,Retail,Private,High Risk,,6.6,419,1.38,1.46,10.24,8.6,4.167874348462634,0.053,14.27,Watch
1360,Manufacturing,Public,Investment Grade,No,9.4,250,1.65,2.22,2.51,7.26,-8.285515969978823,0.262,16.54,Healthy
1361,Manufacturing,Public,Speculative,No,11.7,282,1.38,1.41,2.41,-2.36,0.04207321432789346,0.062,12.96,Watch
